"","x"
"742","RT @nicholasdante_: BREAKING NEWS: Britney Spears has stolen the COVID-19 vaccine. Motive’s unknown. https://t.co/jZnxz4gBoA"
"743","RT @nicholasdante_: BREAKING NEWS: Britney Spears has stolen the COVID-19 vaccine. Motive’s unknown. https://t.co/jZnxz4gBoA"
"744","RT @AfamDeluxo: The Executive Governor of Anambra State taking Covid-19 vaccine in the United States. Agbara nwaany<U+1ECB> <U+0001F31A>

https://t.co/Xv1IJr…"
"745","""Italian 108-year-old woman gets Covid-19 vaccine""  https://t.co/PkPnqds9je"
"746","RT @stacyandjack707: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/YCM05ZLL94 via @Palmer…"
"747","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"748","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"749","RT @NVICLoeDown: #California pauses use of large batch of #Moderna #COVID19 vaccine | KTLA https://t.co/2gIH4qnwWB

""330,000 doses distribu…"
"750","@BlueGoesMew No, i had covid-19 it self, the purest and best posible vaccine posible"
"751","Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/BhgJ1uAIjS"
"752","It’s not going to be easy for COVID to “escape” natural immunity (which results from having COVID &amp; recovering)

If… https://t.co/llhdnKJGxb"
"753","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"754","@celinegounder I have a question regarding the covid vaccine. 

What is the timeframe after the 2nd vaccine (booste… https://t.co/WzvNLWSzah"
"755","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"756","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"757","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"758","RT @WestBocaDems: Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/bsCqo6L8JK"
"759","RT @HeadUNDRR: Immunity is not the privilege of the few but the right of all. Greater support is needed for developing countries in vaccine…"
"760","RT @Hirammwenda7: Their has been 40yr of research for HIV vaccine. 100yrs of research for cancer no vaccine yet. Their is ongoing research…"
"761","RT @aishaarij: if the vaccine gives me the antibodies and i already had the antibodies because i already had covid... why do i need to take…"
"762","RT @GetMyGist: Calif. Calls For Pause On Batch Of Moderna's COVID Vaccine After Several... https://t.co/THzRpudmHT via @YouTube 

""Fewer th…"
"763","DO YOU AGREE? World Health Organization says it's ""not right"" that younger, healthier adults in wealthier countries… https://t.co/JTzDpZv4T0"
"764","RT @ImmuneSuper: California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’
 https://t.…"
"765","@indieimmy @ianbrown Maybe you should tell these 87,000 Dutch healthcare workers who agree with him. https://t.co/Wlfs3aRNNn"
"766","RT @martinmckee: We - @IndependentSage - call for clarity on UK's #COVID strategy in the Sunday Times. We can't just depend on the vaccine,…"
"767","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"768","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"769","A Single Dose Nanoparticle Vaccine for COVID-19 | Immunology @LabRoots https://t.co/XFrgROkogz"
"770","RT @IrishMirror: Five key Covid-19 updates today: Hospitals warning, positive vaccine news and Gardai clampdown 

https://t.co/J0uMfmUq8Q"
"771","RT @ScotsNoLockdown: Norway. 23 die in days following Pfizer Covid-19 Vaccine.

Pfizer. ‘The number of incidents so far is not alarming, an…"
"772","RT @MsJulieLenarz: This is a shameful distortion of reality.

Israel's Arab residents and the Palestinians of east Jerusalem are included i…"
"773","B.C. advocate calls on province to prioritize people with Down syndrome for COVID-19 vaccine https://t.co/ViOvANcQ61 #downsyndrome"
"774","gonna get the George Soros-Bill Gates-tracker-chip-femboi-inducing-socialist Covid vaccine today <U+0001F619><U+0001F619>"
"775","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"776","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"777","Calif. Calls For Pause On Batch Of Moderna's COVID Vaccine After Several... https://t.co/THzRpudmHT via @YouTube… https://t.co/nevWOvQTuR"
"778","RT @MRSS11224611: "" I experienced the sudden tragic loss of my mother. She lost her ability to walk, stand, move, talk, eat, drink, and bre…"
"779","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"780","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"781","#AHPs #therapyradiographer #NUH #inthistogether 
Privileged to complete my IM training &amp; administrator the covid 19… https://t.co/EFz1OI6ZRK"
"782","RT @ImmuneSuper: California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’
 https://t.…"
"783","RT @people: NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"784","California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’ — RT… https://t.co/n8VBZ79PDD"
"785","RT @KING5Seattle: Inslee to announce new COVID-19 vaccine distribution partnership in Washington https://t.co/7hcZDZ1XWQ"
"786","RT @SammyHudes: ""We have quite simply run out of supply… Fewer Albertans will be vaccinated in the short-term."" 

Alberta will run out of C…"
"787","India to give covid vaccine to seven countries free of cost. 

Indians are considered as second class citizens even without caa!"
"788","RT @ChrisHo57357908: Three weeks into the covid pandemic, Norway recorded 5 deaths WITH Covid-19. Three weeks into vaccinations, Norway has…"
"789","RT @Schuldensuehner: Vaccine disparities raise alarm as Covid variants multiply. High-income countries have secured 85% of Pfizer's vaccine…"
"790","RT @VoiceOfFranky: Of the 32,000 people who received the Moderna or Pfizer vaccine in a research trial, do you want to guess how many contr…"
"791","RT @AndiMakinana: @ATMovement_SA Minister Mkhize appeared before the health portfolio committee on January 7.

At the start of that meeting…"
"792","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"793","RT @MRSS11224611: "" I experienced the sudden tragic loss of my mother. She lost her ability to walk, stand, move, talk, eat, drink, and bre…"
"794","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"795","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"796","Exclusive: Acceptance of COVID-19 vaccine is rising, but so is pessimism about getting back to no... https://t.co/chJ9RyJTcH via @YahooNews"
"797","RT @liamyoung: Dominic Raab’s failure to confirm that everyone will get their second dose of the Covid-19 vaccine on time should be sending…"
"798","Covid vaccine: Mark Drakeford faces 'go-slow' roll-out criticism - BBC News. Drakeford’s selfish and disgusting pol… https://t.co/PLupGDrdtG"
"799","RT @TheLastWord: Dr. Anthony Fauci tells @Lawrence that the flow of Covid-19 vaccines is steady enough to ensure everyone will get their se…"
"800","RT @mojos55: in a drugs giant contracted to develop a Covid-19 vaccine for the Government,"
"801","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"802","Tighter COVID-19 restrictions have taken effect in parts of New Brunswick after the province recorded its highest d… https://t.co/Ae7cvPVfbx"
"803","Tighter COVID-19 restrictions have taken effect in parts of New Brunswick after the province recorded its highest d… https://t.co/HaZePCTqRy"
"804","RT @WSJ: Dollar General is offering employees a deal: Go get a Covid-19 vaccine and receive four hours of pay https://t.co/b52bF4w5OB"
"805","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"806","RT @KensingtonRoyal: An effective vaccine is the best way to protect people from the virus; we all have an important part to play in protec…"
"807","RT @people: NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"808","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"809","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"810","RT @theblogmire: “All of these patients have had serious underlying illnesses. We can’t say that people die *from* the vaccine.""

I'm sure…"
"811","Scary: A Healthy Woman’s Reaction After Taking The Covid-19 Vaccine! - https://t.co/8DdCzW70FY via @Worldstar #WSHH #WORLDSTAR"
"812","@KING5Seattle We are going to be able to get a vaccine at Starbucks!! That is a win.  I will have a grade vanilla l… https://t.co/Sf91bqIuOv"
"813","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"814","RT @DefenceHQ: <U+0001F44D>The @BritishArmy are helping to set up 80 new COVID-19 vaccine centres in <U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F>Scotland.  

98 soldiers, organised into 1…"
"815","RT @mirabarhillel: Dear @kileycnn - just saw your excellent report on the Covid vaccine Israel is boasting about while denying it to the mi…"
"816","RT @jacobsloan: Vaccine producer Pfizer and BioNTech tapped agency Mischief @ No Fixed Address to create a series of short video PSAs. #COV…"
"817","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"818","RT @STattisconie: Last week 500,000 vaccines were delivered to Scotland, so why is Sturgeon complaining about a lack of vaccines today?
No…"
"819","RT @rjbee7: Hopefully the Biden administration will be successful in stepping up vaccine distribution and inoculation before COVID-19 can f…"
"820","RT @TomBollyky: “Just 25 vaccine doses have been given in one lowest income country -- not 25 million, not 25,000 -- just 25."" 

""I need to…"
"821","RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,<U+0001F631><U+0001F631><U+0001F97A><U+0001F97A>
 https://t.co/YsGQP2IkqX"
"822","#Sinovac says Covid-19 vaccine efficacy improves 20 percent if dosing interval upped by 7 days — RT World News… https://t.co/Dy1Rwomq5a"
"823","RT @M_Star_Online: The hostile environment could block undocumented migrants from accessing Covid vaccine: Healthcare professionals call on…"
"824","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"825","NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"826","RT @BCCHresearch: 'They work and are safe'

Check out @viawesome article based on @UBC and BC Children's Q&amp;A with Dr. Bettinger on COVID-19…"
"827","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"828","RT @WSJ: Dollar General is offering employees a deal: Go get a Covid-19 vaccine and receive four hours of pay https://t.co/b52bF4w5OB"
